transcript_id,SRR1039508,SRR1039509,SRR1039512,SRR1039513
ENST00000323275,0,0,0,0
ENST00000604566,0,0,0,0
ENST00000632803,0,0,0,0
ENST00000442392,5,0,0,0
ENST00000506488,0,0,0,0
ENST00000609009,0,0,0,0
ENST00000634344,0,0,0,0
ENST00000644246,0,0,0,0
ENST00000497675,4,10,0,19
ENST00000434576,0,0,0,0
ENST00000450305,0,0,0,0
ENST00000440825,0,0,0,0
ENST00000485036,0,0,0,0
ENST00000339350,0,0,0,0
ENST00000543390,0,0,0,0
ENST00000379370,0,0,0,5
ENST00000435556,0,0,0,0
ENST00000461703,0,0,0,0
ENST00000423197,0,0,0,0
ENST00000644482,2,2,0,2
ENST00000641303,0,0,0,0
ENST00000634966,0,0,0,0
ENST00000340677,0,0,0,1
ENST00000379116,0,0,0,0
ENST00000415330,0,0,0,0
ENST00000465387,0,0,0,0
ENST00000466651,0,0,0,0
ENST00000378518,0,0,0,0
ENST00000607096,0,0,0,0
ENST00000477278,0,0,0,0
ENST00000378513,0,0,0,0
ENST00000378512,16,0,0,17
ENST00000635619,0,0,0,0
ENST00000511099,0,0,0,0
ENST00000647043,0,0,0,0
ENST00000378733,0,3,0,0
ENST00000408918,40,39,0,0
ENST00000378223,0,0,0,0
ENST00000054650,0,0,0,2
ENST00000378736,0,0,0,3
ENST00000526797,0,0,0,0
ENST00000475121,0,0,0,0
ENST00000425598,0,0,0,0
ENST00000641229,0,0,0,0
ENST00000437157,0,0,0,0
ENST00000377999,0,0,0,0
ENST00000466813,0,0,0,0
ENST00000377627,0,0,0,15
ENST00000378427,0,0,0,0
ENST00000467404,0,0,0,0
ENST00000378425,0,0,0,0
ENST00000378424,0,0,0,0
ENST00000493964,0,0,0,0
ENST00000474659,0,0,0,0
ENST00000604194,0,0,0,0
ENST00000429572,4,3,0,0
ENST00000492508,2,2,0,2
ENST00000511502,0,0,0,0
ENST00000378675,0,0,0,0
ENST00000461142,0,5,0,0
ENST00000585139,0,0,0,0
ENST00000355439,4,0,0,5
ENST00000455207,0,0,0,0
ENST00000473358,3,2,0,0
ENST00000516445,0,0,0,0
ENST00000294599,3,0,0,9
ENST00000492343,0,0,0,5
ENST00000561886,0,0,0,0
ENST00000514625,0,0,0,0
ENST00000502666,0,0,0,0
ENST00000639935,0,0,0,0
ENST00000416731,0,0,0,0
ENST00000478098,0,0,0,0
ENST00000377577,0,0,0,45
ENST00000454104,0,0,0,0
ENST00000497113,0,0,0,0
ENST00000492768,0,0,0,0
ENST00000379290,0,0,0,0
ENST00000530031,0,0,0,0
ENST00000443438,1,2,0,0
ENST00000464665,0,0,0,0
ENST00000420522,0,0,0,0
ENST00000641940,0,0,0,0
ENST00000427998,0,0,0,0
ENST00000419838,0,0,0,0
ENST00000400921,0,0,0,0
ENST00000400928,0,0,0,0
ENST00000400929,0,0,0,0
ENST00000426570,0,0,0,0
ENST00000463492,0,0,0,0
ENST00000502470,0,0,0,0
ENST00000640949,0,0,0,0
ENST00000618806,0,0,0,0
ENST00000643943,0,0,0,0
ENST00000507012,0,0,0,0
ENST00000473993,0,0,0,0
ENST00000419160,0,2,0,0
ENST00000442673,3,0,0,0
ENST00000464286,0,0,0,1
ENST00000489730,0,0,0,0
ENST00000411823,0,0,0,0
ENST00000641049,0,0,0,3
ENST00000456328,1,1,0,2
ENST00000471930,3,0,0,0
ENST00000378708,0,0,0,0
ENST00000464043,0,0,0,0
ENST00000502588,0,0,0,0
ENST00000486138,0,0,0,0
ENST00000443930,0,0,0,0
ENST00000459994,0,0,0,0
ENST00000432521,0,0,0,0
ENST00000466994,0,0,0,2
ENST00000492998,0,0,0,0
ENST00000515760,0,0,0,0
ENST00000473511,0,0,0,0
ENST00000503792,0,0,0,0
ENST00000532952,0,0,0,0
ENST00000414210,0,0,0,0
ENST00000471840,0,8,0,0
ENST00000486627,0,0,0,0
ENST00000306256,0,0,0,0
ENST00000490738,0,0,0,0
ENST00000510900,0,0,0,0
ENST00000343889,0,0,0,0
ENST00000423619,81,73,0,45
ENST00000476864,0,0,0,0
ENST00000514363,0,0,0,0
ENST00000494748,8,1,0,22
ENST00000412115,0,0,0,0
ENST00000477196,0,0,0,0
ENST00000480479,8,10,0,3
ENST00000480186,0,0,0,0
ENST00000467712,0,0,0,0
ENST00000449660,0,0,0,0
ENST00000536656,0,0,0,19
ENST00000458166,0,0,0,0
ENST00000378725,1,1,0,1
ENST00000378726,19,15,0,16
ENST00000413887,0,0,0,0
ENST00000532772,0,0,0,0
ENST00000437146,0,0,0,0
ENST00000448629,0,0,0,0
ENST00000602916,0,0,0,0
ENST00000453464,0,0,0,0
ENST00000448624,0,0,0,0
ENST00000378344,139,85,0,115
ENST00000472741,0,0,0,0
ENST00000451196,0,0,0,0
ENST00000601486,0,0,0,0
ENST00000321751,0,0,0,0
ENST00000471204,0,0,0,0
ENST00000461150,0,0,0,0
ENST00000365545,0,0,0,0
ENST00000473343,0,0,0,1
ENST00000505228,0,0,0,0
ENST00000495347,0,0,0,0
ENST00000378230,22,37,0,24
ENST00000463260,6,1,0,3
ENST00000624697,0,0,0,0
ENST00000377541,0,0,0,0
ENST00000435891,0,0,0,0
ENST00000428504,0,0,0,0
ENST00000495233,0,0,0,0
ENST00000467067,0,0,0,12
ENST00000288774,91,73,0,35
ENST00000517213,0,0,0,0
ENST00000470520,0,0,0,0
ENST00000642557,0,0,0,0
ENST00000607632,0,0,0,0
ENST00000400913,0,0,0,0
ENST00000400915,0,0,0,0
ENST00000400919,0,0,0,0
ENST00000400918,0,0,0,0
ENST00000487053,12,9,0,0
ENST00000468561,0,0,0,0
ENST00000479263,0,0,0,0
ENST00000468365,0,0,0,0
ENST00000635029,0,0,0,0
ENST00000639625,0,0,0,0
ENST00000513135,0,0,0,1
ENST00000477990,15,2,0,0
ENST00000487186,3,0,0,2
ENST00000410691,0,0,0,0
ENST00000433876,0,0,0,0
ENST00000642139,0,0,0,0
ENST00000440516,0,0,0,0
ENST00000481137,0,0,0,0
ENST00000482621,0,0,0,0
ENST00000462849,2,0,0,0
ENST00000475479,0,0,0,0
ENST00000453260,0,0,0,0
ENST00000496676,0,0,0,0
ENST00000470986,0,0,0,0
ENST00000467278,63,0,0,0
ENST00000606857,0,0,0,0
ENST00000490853,0,0,0,0
ENST00000465508,0,0,0,0
ENST00000441866,2,1,1,2
ENST00000361923,0,0,0,0
ENST00000414688,0,0,1,0
ENST00000497492,0,0,0,0
ENST00000481223,0,0,0,0
ENST00000507229,6,0,0,0
ENST00000482934,0,0,0,0
ENST00000635247,0,0,0,0
ENST00000489867,0,0,0,0
ENST00000614007,0,0,0,0
ENST00000471853,0,0,0,2
ENST00000486632,0,0,0,0
ENST00000615252,0,0,0,0
ENST00000379288,0,0,0,0
ENST00000379289,0,0,0,0
ENST00000641063,0,0,1,1
ENST00000614300,0,19,0,0
ENST00000480267,0,0,0,0
ENST00000467651,0,0,0,0
ENST00000415481,2,2,0,1
ENST00000444521,27,30,0,16
ENST00000466750,5,0,0,0
ENST00000444529,1,0,0,0
ENST00000443892,0,0,0,0
ENST00000480661,51,91,0,83
ENST00000647408,0,0,0,0
ENST00000447954,1,1,1,1
ENST00000595919,0,2,2,0
ENST00000489300,0,4,0,0
ENST00000344843,37,50,0,35
ENST00000341832,78,74,0,39
ENST00000454272,0,0,0,0
ENST00000616525,0,0,0,1
ENST00000453580,0,0,0,0
ENST00000378536,172,128,0,65
ENST00000378531,0,0,0,0
ENST00000419249,0,0,0,0
ENST00000509374,0,0,0,0
ENST00000511072,0,0,0,0
ENST00000537245,0,0,0,0
ENST00000492947,0,0,0,0
ENST00000641562,0,0,0,0
ENST00000456409,0,0,0,0
ENST00000466827,0,0,0,0
ENST00000378083,0,0,0,0
ENST00000438791,0,0,0,0
ENST00000461727,0,0,0,0
ENST00000526332,0,0,0,0
ENST00000449232,0,0,0,0
ENST00000408156,0,0,0,0
ENST00000378404,0,0,0,0
ENST00000413472,0,0,0,0
ENST00000351748,0,0,0,0
ENST00000438539,0,0,0,0
ENST00000478323,0,0,0,0
ENST00000378888,15,67,0,31
ENST00000440032,0,0,0,0
ENST00000632593,0,0,0,0
ENST00000378391,0,0,0,0
ENST00000464905,0,0,0,0
ENST00000623808,0,0,0,0
ENST00000469374,0,0,0,0
ENST00000607459,4,2,0,0
ENST00000646680,0,0,0,0
ENST00000635819,0,0,0,0
ENST00000263741,0,0,0,0
ENST00000435937,0,0,0,0
ENST00000434150,0,0,0,0
ENST00000452982,0,0,0,0
ENST00000484419,0,0,0,0
ENST00000625756,0,0,0,0
ENST00000419924,0,0,0,0
ENST00000338660,1,0,0,0
ENST00000603364,0,0,0,0
ENST00000603362,0,0,0,0
ENST00000400908,0,0,0,0
ENST00000431321,0,0,0,0
ENST00000400906,0,0,0,0
ENST00000400907,0,0,0,0
ENST00000400904,0,0,0,0
ENST00000502730,0,0,0,0
ENST00000491941,0,0,0,0
ENST00000419816,0,0,0,0
ENST00000377399,0,0,0,0
ENST00000294401,0,0,0,0
ENST00000496064,7,7,0,0
ENST00000525164,6,0,0,0
ENST00000487194,0,0,0,1
ENST00000643438,0,0,0,0
ENST00000642124,2,1,1,0
ENST00000442470,0,0,0,0
ENST00000487462,0,0,0,0
ENST00000525769,0,0,0,0
ENST00000347370,0,0,0,1
ENST00000424604,2,2,0,0
ENST00000462521,0,0,0,0
ENST00000606861,0,0,0,0
ENST00000460038,0,0,0,0
ENST00000341065,0,0,0,0
ENST00000634337,1,0,0,0
ENST00000463212,4,0,0,0
ENST00000411249,0,0,0,0
ENST00000419034,0,0,0,0
ENST00000453118,0,0,0,0
ENST00000462293,0,0,0,0
ENST00000462296,0,5,0,2
ENST00000498173,0,0,0,2
ENST00000442292,0,0,0,0
ENST00000606489,0,0,0,0
ENST00000636827,0,0,0,0
ENST00000360466,0,0,0,0
ENST00000463106,0,0,0,0
ENST00000463453,0,0,0,0
ENST00000640688,0,0,0,0
ENST00000608189,0,0,0,0
ENST00000449005,0,0,0,0
ENST00000441033,0,0,0,0
ENST00000482816,0,0,0,0
ENST00000611150,0,0,0,0
ENST00000399343,0,0,0,48
ENST00000462676,0,0,0,0
ENST00000379389,22,26,0,6
ENST00000508384,0,0,0,0
ENST00000378853,0,0,0,0
ENST00000508148,0,0,0,0
ENST00000469563,4,0,0,4
ENST00000618779,0,0,0,0
ENST00000635642,0,0,0,0
ENST00000518681,0,0,0,0
ENST00000472614,1,1,0,0
ENST00000378525,0,0,0,0
ENST00000378529,0,0,0,0
ENST00000315901,0,0,0,0
ENST00000641579,0,0,0,0
ENST00000469962,0,0,0,0
ENST00000536055,0,0,0,0
ENST00000378092,0,0,0,0
ENST00000378097,8,0,0,0
ENST00000602973,0,0,0,0
ENST00000480305,0,0,0,0
ENST00000441245,0,0,0,0
ENST00000378412,0,0,0,0
ENST00000289877,0,0,0,0
ENST00000578045,0,0,0,0
ENST00000635312,0,0,0,0
ENST00000640423,0,0,0,0
ENST00000494653,0,0,0,0
ENST00000378891,53,3,0,4
ENST00000353662,0,0,0,0
ENST00000377493,0,0,0,0
ENST00000377491,0,0,0,0
ENST00000378389,0,0,0,0
ENST00000348333,0,0,0,0
ENST00000484798,0,0,0,0
ENST00000377705,0,0,0,13
ENST00000474756,0,0,0,0
ENST00000422725,11,14,0,2
ENST00000438434,0,0,0,0
ENST00000054666,0,0,0,203
ENST00000478423,0,0,0,0
ENST00000429389,0,0,0,0
ENST00000495385,0,0,0,0
ENST00000451646,0,0,0,0
ENST00000234875,728,599,0,375
ENST00000483336,0,0,0,0
ENST00000484420,0,0,0,0
ENST00000440196,259,346,506,353
ENST00000448179,0,0,0,0
ENST00000492571,0,0,0,0
ENST00000495701,0,0,0,0
ENST00000417099,29,9,0,6
ENST00000478517,31,22,0,18
ENST00000520296,0,0,0,0
ENST00000641974,0,0,0,0
ENST00000366221,1,0,0,3
ENST00000414948,0,0,0,0
ENST00000487214,0,0,0,0
ENST00000633096,6,2,0,3
ENST00000421241,0,0,0,0
ENST00000472925,0,0,0,6
ENST00000642590,0,0,0,0
ENST00000497013,1,1,0,4
ENST00000294435,0,0,0,0
ENST00000635002,0,0,0,0
ENST00000468610,0,0,0,0
ENST00000493534,0,0,0,0
ENST00000478606,2,0,0,0
ENST00000310991,0,0,0,0
ENST00000362106,0,0,0,0
ENST00000642116,0,0,0,0
ENST00000492390,1,0,0,0
ENST00000638804,0,0,0,0
ENST00000433695,0,0,0,0
ENST00000444870,0,0,0,0
ENST00000400809,0,0,0,5
ENST00000587530,0,0,0,0
ENST00000363474,0,0,0,0
ENST00000466352,0,0,0,0
ENST00000624175,0,0,0,0
ENST00000463591,0,0,0,0
ENST00000414040,0,0,0,0
ENST00000464036,0,0,0,0
ENST00000489782,3,4,0,0
ENST00000507082,0,2,0,0
ENST00000467350,0,0,0,0
ENST00000435049,0,0,0,0
ENST00000609139,0,0,0,0
ENST00000481683,0,0,0,0
ENST00000436229,0,0,0,0
ENST00000615230,0,0,0,0
ENST00000469403,0,0,0,0
ENST00000412674,0,0,0,0
ENST00000489097,0,0,0,0
ENST00000608420,0,0,0,0
ENST00000481067,0,0,0,0
ENST00000488418,2,0,0,0
ENST00000418300,0,0,0,0
ENST00000480647,0,0,0,2
ENST00000480646,0,0,0,0
ENST00000480643,0,0,0,0
ENST00000545578,0,1,0,0
ENST00000326734,0,0,0,0
ENST00000528879,0,0,0,0
ENST00000361696,0,0,0,0
ENST00000465853,0,0,0,0
ENST00000632142,0,0,0,0
ENST00000461514,3,3,0,0
ENST00000477235,9,19,0,5
ENST00000352527,0,0,0,0
ENST00000377834,0,0,0,0
ENST00000377837,0,0,0,0
ENST00000377836,0,0,0,0
ENST00000357733,0,0,0,0
ENST00000641583,0,0,0,0
ENST00000415573,0,0,0,0
ENST00000622503,0,11,0,4
ENST00000358779,0,0,0,0
ENST00000505820,0,0,0,0
ENST00000634833,0,0,0,0
ENST00000484099,0,0,0,0
ENST00000378466,13,21,0,0
ENST00000603760,0,0,0,0
ENST00000498083,0,0,0,0
ENST00000378602,0,0,0,0
ENST00000378604,0,0,0,0
ENST00000378609,517,446,0,353
ENST00000377488,0,0,0,0
ENST00000475969,0,0,0,0
ENST00000464920,0,0,0,21
ENST00000377482,0,0,0,325
ENST00000633239,0,0,0,0
ENST00000408952,0,0,0,0
ENST00000443270,0,0,0,0
ENST00000474140,16,5,0,13
ENST00000479108,0,0,0,0
ENST00000474145,0,0,0,0
ENST00000378111,0,0,0,0
ENST00000418833,0,3,0,0
ENST00000378288,0,0,0,0
ENST00000378285,0,0,0,0
ENST00000378280,0,0,0,0
ENST00000484435,0,0,0,0
ENST00000475812,0,0,0,0
ENST00000419785,0,0,0,0
ENST00000416570,0,0,0,0
ENST00000479813,0,0,0,0
ENST00000479814,0,0,0,0
ENST00000635127,0,0,0,0
ENST00000377223,0,0,0,6
ENST00000437963,0,0,0,0
ENST00000470511,0,0,0,0
ENST00000464620,0,0,0,0
ENST00000629289,0,0,0,0
ENST00000491962,0,1,1,0
ENST00000441765,0,0,0,0
ENST00000483015,0,0,0,0
ENST00000527719,0,0,0,0
ENST00000460594,0,0,0,0
ENST00000472283,0,0,0,0
ENST00000640981,0,0,0,0
ENST00000496007,0,0,0,2
ENST00000452079,22,32,0,7
ENST00000478677,0,0,0,0
ENST00000453521,0,0,0,0
ENST00000586928,0,0,0,0
ENST00000401813,0,0,0,0
ENST00000460659,0,0,0,0
ENST00000638763,0,0,0,0
ENST00000617444,194,139,0,60
ENST00000426449,0,0,0,0
ENST00000502382,0,0,0,0
ENST00000468247,0,0,0,0
ENST00000624167,0,0,0,2
ENST00000477894,0,0,0,0
ENST00000342066,0,0,0,0
ENST00000456162,0,0,0,1
ENST00000479659,32,7,0,7
ENST00000642074,0,0,0,0
ENST00000642073,0,0,0,0
ENST00000535355,0,0,0,0
ENST00000489799,1,2,0,0
ENST00000481276,14,0,0,0
ENST00000404249,4,0,0,0
ENST00000635271,0,0,0,0
ENST00000468800,0,0,0,0
ENST00000343938,9,16,0,14
ENST00000463471,2,7,0,0
ENST00000641757,0,0,0,0
ENST00000412666,0,0,0,0
ENST00000514922,3,0,0,0
ENST00000466761,0,0,0,0
ENST00000488936,0,0,0,0
ENST00000473466,0,0,0,0
ENST00000480342,0,0,0,0
ENST00000641354,0,0,0,4
ENST00000579887,0,0,0,0
ENST00000481789,0,0,0,0
ENST00000463652,0,0,0,2
ENST00000461795,0,0,0,0
ENST00000379410,0,0,0,0
ENST00000642135,0,0,0,0
ENST00000361110,0,0,0,0
ENST00000618792,0,0,0,1
ENST00000467751,0,0,0,0
ENST00000610542,1,0,0,0
ENST00000577672,0,0,0,0
ENST00000379099,0,0,0,0
ENST00000467597,0,0,0,0
ENST00000377828,0,0,0,0
ENST00000624948,1,0,0,0
ENST00000462097,0,0,0,0
ENST00000489538,0,0,0,0
ENST00000492936,0,66,0,13
ENST00000423728,0,0,0,0
ENST00000413332,0,0,0,0
ENST00000610898,0,0,0,0
ENST00000473097,2,1,0,4
ENST00000610897,0,0,0,0
ENST00000608083,0,0,0,0
ENST00000493992,1,0,0,0
ENST00000473653,0,0,0,0
ENST00000646906,0,0,0,0
ENST00000472700,0,0,0,0
ENST00000494257,0,0,0,0
ENST00000509720,0,0,0,0
ENST00000537325,0,0,0,0
ENST00000422528,1,0,0,0
ENST00000407249,0,0,0,0
ENST00000448975,0,0,0,0
ENST00000471248,0,0,0,0
ENST00000340305,0,0,0,0
ENST00000464957,7,0,0,0
ENST00000622660,0,13,0,0
ENST00000481869,0,3,0,0
ENST00000377725,0,0,0,0
ENST00000444276,0,0,0,0
ENST00000465335,0,0,0,0
ENST00000377728,0,0,0,0
ENST00000449373,2,0,0,2
ENST00000635687,0,0,0,15
ENST00000472414,0,0,0,0
ENST00000531020,1,1,0,3
ENST00000424367,0,0,0,0
ENST00000435905,0,0,0,0
ENST00000468002,0,0,0,0
ENST00000378295,0,0,0,0
ENST00000378290,0,0,0,0
ENST00000616016,0,0,0,0
ENST00000471398,0,0,0,0
ENST00000416541,0,0,0,0
ENST00000620829,0,1,0,0
ENST00000421469,0,0,0,0
ENST00000377213,0,0,0,0
ENST00000443466,0,0,0,0
ENST00000492735,0,0,0,2
ENST00000582431,0,0,0,0
ENST00000478065,1,2,0,0
ENST00000447513,0,6,0,0
ENST00000428079,0,0,0,0
ENST00000456701,0,0,0,0
ENST00000617307,0,0,0,0
ENST00000641916,0,0,2,0
ENST00000475730,0,0,0,0
ENST00000602604,0,0,0,0
ENST00000467115,381,430,690,498
ENST00000487835,0,0,0,0
ENST00000470679,0,0,0,0
ENST00000493287,0,0,0,0
ENST00000424587,4,3,0,2
ENST00000634256,0,0,0,0
ENST00000534345,0,0,0,0
ENST00000457540,1759,1802,2427,1879
ENST00000435277,0,0,0,7
ENST00000586288,1,2,0,1
ENST00000460465,0,0,0,0
ENST00000607858,0,0,0,0
ENST00000638771,0,0,0,0
ENST00000442483,0,0,0,0
ENST00000487492,0,0,0,0
ENST00000487949,0,0,0,0
ENST00000468253,2,0,0,0
ENST00000502556,0,0,0,0
ENST00000344579,0,0,0,0
ENST00000476556,0,0,0,0
ENST00000463043,0,0,0,0
ENST00000639777,0,0,0,0
ENST00000427857,0,0,0,0
ENST00000486051,0,0,0,0
ENST00000333172,0,0,0,0
ENST00000461752,0,0,0,0
ENST00000486765,11,15,0,5
ENST00000481265,0,0,0,0
ENST00000506640,18,12,27,13
ENST00000462798,0,0,0,0
ENST00000427211,3,0,0,0
ENST00000641296,0,0,0,0
ENST00000497615,2,1,0,1
ENST00000645284,0,0,0,0
ENST00000435064,0,0,0,0
ENST00000604479,0,0,0,0
ENST00000641100,0,0,0,0
ENST00000432723,6,5,5,2
ENST00000455979,19,0,0,0
ENST00000465354,0,0,0,8
ENST00000431968,0,0,0,0
ENST00000342348,0,0,0,0
ENST00000385130,0,0,0,0
ENST00000246421,0,0,0,0
ENST00000384997,0,0,0,0
ENST00000473215,0,0,0,0
ENST00000590848,0,0,0,0
ENST00000636644,0,0,0,0
ENST00000611123,0,0,0,0
ENST00000620702,0,1,0,0
ENST00000482686,0,0,0,0
ENST00000475119,0,0,0,0
ENST00000431812,1,1,1,1
ENST00000442117,0,0,0,0
ENST00000442116,20,0,16,0
ENST00000445118,16,21,0,20
ENST00000377855,0,0,0,0
ENST00000378592,0,0,0,0
ENST00000378590,0,0,0,0
ENST00000484859,0,3,3,1
ENST00000378598,0,0,0,0
ENST00000484851,0,0,0,0
ENST00000619216,2,2,1,1
ENST00000377939,5,0,0,3
ENST00000636250,4,2,0,2
ENST00000465233,0,0,0,0
ENST00000339113,0,0,0,0
ENST00000477548,0,0,0,0
ENST00000496707,0,0,0,0
ENST00000379409,0,0,0,0
ENST00000379407,0,0,0,0
ENST00000488215,0,0,0,0
ENST00000466897,0,0,0,0
ENST00000616311,0,0,0,0
ENST00000464948,0,0,0,0
ENST00000611447,1,0,0,2
ENST00000494884,3,0,0,0
ENST00000377732,0,0,0,0
ENST00000445840,1,0,1,0
ENST00000646370,0,0,0,0
ENST00000449969,0,0,0,0
ENST00000425194,0,0,0,0
ENST00000646156,0,0,0,0
ENST00000462991,0,0,0,0
ENST00000439488,0,0,0,0
ENST00000606034,0,0,0,0
ENST00000440163,0,0,0,0
ENST00000416554,0,0,0,0
ENST00000510563,0,0,0,0
ENST00000378625,55,73,0,78
ENST00000377205,0,1,0,17
ENST00000338555,0,0,0,0
ENST00000502770,0,0,0,0
ENST00000378821,0,0,0,0
ENST00000303635,0,0,0,0
ENST00000457084,0,0,0,0
ENST00000602612,0,0,0,0
ENST00000591702,4,9,0,2
ENST00000496938,0,0,0,0
ENST00000377442,0,0,0,0
ENST00000377443,0,0,0,0
ENST00000400930,0,0,0,0
ENST00000468310,0,0,0,0
ENST00000479707,13,0,0,0
ENST00000443034,0,0,0,0
ENST00000355716,18,0,0,7
ENST00000400830,0,0,0,0
ENST00000440782,4,5,6,2
